,tweet,lemma
3265,metoo alyssa milanos call for sexual abuse victims to come forward goes viral  … via,"['alyssa_milanos', 'call', 'sexual', 'abuse', 'victim', 'come_forward', 'go', 'viral']"
3266,metoo,[]
3267,me too on both the breaking heart and the sexual assault. metoo  …,"['break', 'heart', 'sexual', 'assault']"
3268,i love you all. please stay safe strong and beautiful; no matter what your gender religion political status or sexuality is metoo,"['love', 'stay', 'safe', 'strong', 'beautiful', 'matter', 'gender', 'religion', 'political', 'status', 'sexuality']"
3269,metoo movement dive into  as  continuespic.,"['movement', 'dive', 'continuespic']"
3270,love you!! thank you for sharing. you are strong & awesome! hope this inspires more men & women 2 open up metoo,"['love', 'thank', 'share', 'strong', 'awesome', 'hope', 'inspire', 'man', 'woman', 'open']"
3271,it doesnt have to be man of power. mine came from a guy younger than me with no power other than the weapon he held at my throat! metoo …,"['man', 'power', 'mine', 'come', 'guy', 'young', 'power', 'weapon', 'hold', 'throat']"
3272,why  women fear saying metoo    …,"['woman', 'fear', 'say']"
3273,in case metoo didnt convince you. a thread of users sharing their stories. heartbreaking: …,"['case', 'convince', 'thread', 'user', 'share', 'story', 'heartbreak']"
3274,yes!!! beautifully said... metoo,"['beautifully', 'say']"
3275,metoo i will march. …,['march']
3276,yeah getting molested can really fuck up your life makes you make bad choices and leaves you vulnerable to other preditors.  metoo …,"['get', 'molest', 'really', 'fuck', 'life', 'make', 'make', 'bad', 'choice', 'leave', 'vulnerable', 'preditor']"
3277,metoo …,[]
3278,metoo because there’s so much to say... and yet when it comes to being believed your words are somehow just not enough,"['much', 'yet', 'come', 'believe', 'word', 'somehow', 'enough']"
3279,metoo hundreds march in hollywood for safer workplaces for women and men  … via,"['hundred', 'march', 'hollywood', 'safe', 'workplace', 'woman', 'man']"
3280,metoo because i was only 7 years old and was terrified to face it. still am sometimes. sending love and healing to all survivors.,"['year', 'old', 'terrified', 'face', 'still', 'sometimes', 'send', 'love', 'healing', 'survivor']"
3281,liked sports comic books drawing & school.  metoo,"['like', 'sport', 'comic', 'book', 'draw', 'school']"
3282,metoo,[]
3283,i am so furious right now that my eleven year old daughter in 6th grade can now officially claim metoo pic.,"['furious', 'right', 'year', 'old', 'daughter', 'officially', 'claim', 'pic']"
3284,metoo,[]
3285,thank you for sharing... you are not alone. and you are not at fault. metoo,"['thank', 'share', 'alone', 'fault']"
3286,metoo,[]
3287,representative  democrat from california sexually assaulted by a chief of staff. metoo metoo …,"['representative', 'democrat', 'california', 'sexually', 'assault', 'chief', 'staff']"
3288,lets be fierce like and lets take our power back. you can find my story in her new book be fierce metoo,"['let', 'fierce', 'let', 'take', 'power', 'back', 'find', 'story', 'new', 'book', 'fierce']"
3289,1 have many recordings of ex newsvp andrés angulos quid pro quo sex harassment in 2012 2013 2014 2015  metoo,"['many', 'recording', 'newsvp', 'andre', 'angulos', 'quid', 'pro', 'quo', 'sex', 'harassment']"
3290,9/ i’m supposed to come to la to work & not prostitute myself for a job. must stop covering former news vp andrés angulo. metoo,"['suppose', 'come', 'la', 'work', 'prostitute', 'job', 'must', 'stop', 'cover', 'former', 'news', 'andre', 'angulo']"
3291,female news anchor complained with liberman broadcasting hr about andrés angulo & they retaliated against her. metoo,"['female', 'news', 'anchor', 'complain', 'liberman', 'broadcasting', 'andre', 'angulo', 'retaliate']"
3292,7/ men and women report andrés angulo with hr & many of them were fired including myself covered him up & keep doing it. metoo,"['man', 'woman', 'report', 'andre', 'angulo', 'many', 'fire', 'include', 'cover', 'keep']"
3293,angulo - our sexual harraser- has a long history of retaliation against women who rejected him investigation metoo,"['angulo', 'sexual', 'harraser', 'long', 'history', 'retaliation', 'woman', 'reject', 'investigation']"
3294,than a dozen women have publicly accused andrés angulo -my harasser- of sexual harassment according to investigation metoo,"['dozen', 'woman', 'publicly', 'accuse', 'andre', 'angulo', 'harasser', 'sexual', 'harassment', 'accord', 'investigation']"
3295,1/  has more than a dozen lawsuits 4 harassment of gay men sexual harassment & women sexualization metoo,"['dozen', 'lawsuit', 'harassment', 'gay', 'man', 'sexual', 'harassment', 'woman', 'sexualization']"
3296,como lección a las mujeres le devuelven el poder a un pervertido. ¿y así piden que denuncien acoso sexual? metoo  …,"['como', 'leccion', 'mujere', 'devuelven', 'poder', 'un', 'pervertido', 'asi', 'piden', 'denuncien', 'acoso', 'sexual']"
3297,a las 4pm pacífico en con hablamos con de nuestro acoso sexual en metoo,"['la', 'pm', 'pacifico', 'con', 'hablamos', 'acoso', 'sexual']"
3298,… news vp andrés angulo sexually harassed me trying to exchange work 4 sex. liberman broadcasting did nothing metoo,"['news', 'vp', 'andre', 'angulo', 'sexually_harass', 'try', 'exchange', 'work', 'sex', 'liberman', 'broadcast', 'nothing']"
3299,tonight at kcal 9 at 10pm & cbs news 2 at 11pm. not easy to be interviewed. thanks to & for this invitation metoo – bei cbs studios & broadcast center,"['tonight', 'kcal', 'pm', 'cbs', 'news', 'pm', 'easy', 'interview', 'thank', 'invitation', 'bei', 'cbs', 'studio', 'broadcast', 'center']"
3300,tomorrow my sexual harassment story in  is giving us a voice cause latinas in the us are also harassed metoo,"['tomorrow', 'sexual', 'harassment', 'story', 'give', 'voice', 'because', 'latina', 'also', 'harass']"
3301,luego d una gran decepción con el manejo del tema acoso sexual en español regreso a twitter y me encuentro con el maravilloso metoo,"['luego', 'una', 'gran', 'decepcion', 'con', 'manejo', 'acoso', 'sexual', 'espanol', 'regreso', 'twitter', 'encuentro', 'con', 'maravilloso']"
3302,click here to support metoo survivors march organized by michelle manos,"['click', 'support', 'survivor', 'march', 'organized', 'michelle', 'manos']"
3303,metoo i was in my mid-20s. they slapped my butt as i was walking home.,"['mid', 'slap', 'butt', 'walk', 'home']"
3304,metoo in the street i was 15 or 16 he was drunk & high. he touched my butt. when my friend and i called him out he threatened to hit us,"['street', 'drunk', 'high', 'touched', 'butt', 'friend', 'call', 'threaten', 'hit']"
3305,"metoo i was 15 in the middle of the street in broad day light. he ""fell"" on me & touched my breast my vagina and my butt.","['middle', 'street', 'broad', 'day', 'light', 'fall', 'touch', 'breast', 'vagina', 'butt']"
3306,metoo,[]
3307,metoo,[]
3308,metoo when i was 5.,[]
3309,i posted both a  for when i was less-than-gentlemanly in my past as well as a metoo to reflect on the times i was harassed.,"['post', 'less', 'gentlemanly', 'past', 'well', 'reflect', 'time', 'harass']"
3310,where are white women allies when a black woman is called a whore?  … via ? most of them voted for 45,"['white', 'woman', 'ally', 'black_woman', 'called_whore', 'vote']"
3311,metoo,[]
3312,yes. they. do. and for every metoo there should be at least one,['least']
3313,men whats your hashtag? metoo  …,"['man', 'what', 's', 'hashtag']"
3314,those are public metoo s. there are many more silent ones too.,"['public', 'many', 'silent', 'one']"
3315,men whats ur metoo hashtag? will u b as brave in the face of vulnerability?,"['man', 'what', 's', 'hashtag', 'brave', 'face', 'vulnerability']"
3316,metoo,[]
3317,metoo,[]
3318,me too. sigh. yes metoo …,['sigh']
3319,metoo …,[]
3320,appropriate workplace attire. metoo,"['appropriate', 'workplace', 'attire']"
3321,metoo,[]
3322,metoo,[]
3323,medical weed hits the strip district in feb of 2018. will there be an uptick in general pain diagnosis in jan 2018? …,"['medical', 'weed', 'hit', 'strip', 'district', 'feb', 'uptick', 'general', 'pain', 'diagnosis', 'jan']"
3324,i didnt either even though at 22 my boss (buck nekkid sporting an erection) cornered me. i escaped his rape attempt. for us both: metoo,"['even', 'boss', 'buck', 'nekkid', 'sporting', 'erection', 'corner', 'escape', 'rape', 'attempt']"
3325,me too. so many times i cant even remember them all. metoo,"['many', 'time', 'even', 'remember']"
3326,metoo too many times a female superior told me if i had to **ck to get to where i am you are going to have to learn to do the same.,"['many', 'time', 'female', 'superior', 'tell', 'ck', 'get', 'go', 'learn']"
3327,thank you for being brave & telling your story. you are inspiring women everywhere to no longer remain silent about their harassment. metoo,"['thank', 'brave', 'tell', 'story', 'inspire', 'woman', 'everywhere', 'longer', 'remain', 'silent', 'harassment']"
3328,we as a culture need to start asserting the importance of individuals who witness sexual harassment & assault & speak up metoo,"['culture', 'need', 'start', 'assert', 'importance', 'individual', 'witness', 'sexual', 'harassment', 'assault', 'speak']"
3329,because the men that did it to me thought i would keep quiet. wrong woman to fuck with! metoo,"['man', 'think', 'would', 'keep', 'quiet', 'wrong', 'woman', 'fuck']"
3330,metoo,[]
3331,metoo,[]
3332,metoo …,[]
3333,i am a survivor thriver of  plz speak up if you suspect someone needs help.  can kill. metoo,"['survivor', 'thriver', 'speak', 'suspect', 'someone', 'need', 'help', 'kill']"
3334,metoo,[]
3335,im sorry to men feeling shocked today to learn how yes all women have experienced harassment & assault. society has sheltered you. metoo,"['be', 'sorry', 'man', 'feel', 'shocked', 'today', 'learn', 'woman', 'experience', 'harassment', 'assault', 'society', 'shelter']"
3336,metoo and men too. …,['man']
3337,metoo harassment is weekly on av. sexual assault at least once a year sometimes more often ranging from ass grabs to much much worse. …,"['harassment', 'weekly', 'sexual', 'assault', 'least', 'year', 'sometimes', 'often', 'range', 'ass', 'grab', 'much', 'much', 'bad']"
3338,its not a hollywood issue or a utah issue or an american issue. its a male issue that impacts women the whole world over everyday! metoo,"['hollywood', 'issue', 'utah', 'issue', 'american', 'issue', 'male', 'issue', 'impact', 'woman', 'whole', 'world', 'everyday']"
3339,metoo,[]
3340,this actually makes me feel re-victimized shame on you. this isnt a hollywood problem. metoo …,"['actually', 'make', 'feel', 'victimize', 'shame', 'hollywood', 'problem']"
3341,metoo,[]
3342,metoo …,[]
3343,i was hoping to see certain mentors friends and past coworkers speak up to support women. but they havent. maybe its because they work and are friends with the people doing the sexual assaulting and harassing. or focused on their own publicity. metoo,"['hop', 'see', 'certain', 'mentor', 'friend', 'coworker', 'speak', 'support', 'woman', 'maybe', 'work', 'friend', 'people', 'sexual', 'assaulting', 'harass', 'focused', 'publicity']"
3344,metoo they will blacklist you. then it is hard to get a job. it is hard to succeed. that take advantage of the power. they exploit you. they will win awards off you. they all protect each other and not the victim. i stand and support everyone speaking up.,"['blacklist', 'hard', 'get', 'job', 'hard', 'succeed', 'take', 'advantage', 'power', 'exploit', 'win', 'award', 'protect', 'victim', 'stand', 'support', 'everyone', 'speak']"
3345,metoo,[]
3346,me too. metoo,[]
3347,metoo,[]
3348,metoo too many times to count to the point i tune out. remember you are not crazy for standing up for yourself. …,"['many', 'time', 'count', 'point', 'tune', 'remember', 'crazy', 'standing']"
3349,metoo creepy neighbor looked through my window & thought nothing wrong with that.then asked me why i didnt like him & then he made sexual comments to me,"['creepy', 'neighbor', 'look', 'window', 'think', 'nothing', 'wrong', 'ask', 'make', 'sexual', 'comment']"
3350,metoo i have had multiple men grab my ass on public trainsit & make sexual comments.when i defend myself they call me a whore,"['multiple', 'man', 'grab', 'ass', 'public', 'trainsit', 'make', 'sexual', 'comment', 'defend', 'call', 'whore']"
3351,metoo by a neighbor when i was about 19 years old.then in my late 20s by a guy i was dating who later stalked me,"['neighbor', 'year', 'old', 'late', 'guy', 'date', 'later', 'stalk']"
3352,metoo mostly by losers on public trainsit or men old enough to be my dads age if he was still alive,"['mostly', 'loser', 'public', 'man', 'old', 'enough', 'dad', 'age', 'still', 'alive']"
3353,. on   metoo   …,[]
3354,metoo …,[]
3355,im waiting for someone to shine that weinstein spotlight over lv...as a dancer (not stripper thx tho) and musician- i can say metoo,"['be', 'wait', 'someone', 'shine', 'weinstein', 'spotlight', 'lv', 'dancer', 'stripper', 'musician', 'say']"
